Names,Website,Introduction,Phone Number,Address,Type,Opens At,Municipio
Quebracho,quebracho.com.mx,Parrilladas y otros platos de Argentina en un lugar iluminado con ventanas grandes y mesas al aire libre.,+52 55 5208 3999,"C. Río Lerma 175, Cuauhtémoc, 06500 Ciudad de México, CDMX, México",Restaurante argentino, Abre a las 12:30p.m.,Ciudad Cuauhtémoc
Topolobampo,,None Found,+52 625 582 8136,"Fernando Suárez Coello 247, Zona Centro, 31500 Cuauhtémoc, Chih., México",Marisquería, Abre a las 9a.m.,Ciudad Cuauhtémoc
Limosneros,limosneros.com.mx,"Restaurante con interior rústico de piedra, donde se sirve comida mexicana con toques creativos, además de mezcal artesanal.",+52 55 5521 5576,"Pje. Allende 3, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06010 Ciudad de México, CDMX, México",Restaurante mexicano, Abre a la 1p.m.,Ciudad Cuauhtémoc
JEREMIAH'S STEAKHOUSE,,None Found,+52 625 205 6386,"31500, Av. Ignacio Allende 842, Zona Centro, 31500 Cuauhtémoc, Chih., México",Restaurante especializado en filetes, Abre a las 8a.m.,Ciudad Cuauhtémoc
Marcelo's Coctelería,marceloscocteleria.com,None Found,+52 625 138 9786,"31500, C. Decimoctava 637, Zona Centro, 31500 Cuauhtémoc, Chih., México",Marisquería, Abre a las 11a.m.,Ciudad Cuauhtémoc
Restaurante La Nueva Suc Gómez Morin,,None Found,+52 625 105 7312,"Lib. Manuel Gómez Morín S/N, 31543 Cuauhtémoc, Chih., México",Restaurante, Abre a las 7:45a.m.,Ciudad Cuauhtémoc
Popeyo Restaurant,facebook.com,None Found,+52 625 138 2725,"Calle 25 entre hidalgo y morelos, Independencia, 31530 Cuauhtémoc, Chih., México",Restaurante, Abre a las 7:30a.m.,Ciudad Cuauhtémoc
Elvis Restaurante Buffet Comida Mexicana,facebook.com,None Found,+52 625 122 3000,"Av. Juárez, Barrio Viejo, Viejo, 31517 Cuauhtémoc, Chih., México",Restaurante mexicano, Abre a las 8a.m.,Ciudad Cuauhtémoc
Purosabor,,None Found,+52 625 581 5236,"Vicente Guerrero 927, Zona Centro, 31500 Cuauhtémoc, Chih., México",Tienda de ensaladas, Abre a las 8a.m. del lun,Ciudad Cuauhtémoc
Casa Virginia Mónica Patiño,casavirginia.mx,None Found,+52 55 5207 1813,"Av. Monterrey 116 Cuauhtémoc, Monterrey 116, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, México",Restaurante de fusión, Abre a la 1p.m.,Ciudad Cuauhtémoc
Viña Del Mar,,None Found,+52 625 590 4839,"Zona Centro, 31500 Cuauhtémoc, Chih., México",Restaurante, Abre a las 8a.m.,Ciudad Cuauhtémoc
Bocata Bar & Grill,,None Found,+52 625 688 3420,"Miguel Hidalgo 1009-1063, Zona Centro, 31500 Cuauhtémoc, Chih., México",Bar restaurante,,Ciudad Cuauhtémoc
La Bodeguita De Don Timo,,None Found,+52 625 582 2051,"Agustín Melgar 1415, Zona Centro, 31500 Cuauhtémoc, Chih., México",Marisquería, Abre a las 9a.m.,Ciudad Cuauhtémoc
"Attenti Restaurante Italiano en la Cuauhtemoc. Pizza, Pasta, Trattoria.",attenti.com.mx,Restaurante italiano agradable con pizzas a la leña y una gran carta de vinos.,+52 55 5525 9341,"C. Río Lerma 175, Cuauhtémoc, 06500 Ciudad de México, CDMX, México",Restaurante italiano, Abre a las 12p.m.,Ciudad Cuauhtémoc
Pizzería Los Arcos Cuauhtémoc,pizzalosarcos.com,"Espacioso restaurante familiar para probar pizzas, pastas y carnes con toque mexicano en un ambiente sereno.",+52 625 581 1578,"Carretera Cuauhtémoc - La Junta Km. 2, La Esperanza, 31528 Cuauhtémoc, Chih., México",Pizzería, Abre a las 11a.m.,Ciudad Cuauhtémoc
Terraza Santino Reforma,,None Found,+52 56 4139 2188,"Av. P.º de la Reforma 465, Cuauhtémoc, 06500 Ciudad de México, CDMX, México",Restaurante italiano,,Ciudad Cuauhtémoc
Trattoria Restaurante,instagram.com,None Found,+52 625 587 3799,"Av. José María Morelos y Pavón, Zona Centro, 31500 Cuauhtémoc, Chih., México",Restaurante, Abre a la 1p.m.,Ciudad Cuauhtémoc
"Central Café, Chocolate y Amor.",,None Found,+52 625 100 1111,"Av. Ignacio Allende 73, Zona Centro, 31500 Cuauhtémoc, Chih., México",Restaurante, Abre a las 8a.m.,Ciudad Cuauhtémoc
Ichaami Mar y Tierra/Mariscos El Ancla,,None Found,+52 625 583 3483,"Periférico 825, Revolución Mexicana, 31572 Cuauhtémoc, Chih., México",Marisquería, Abre a las 9a.m.,Ciudad Cuauhtémoc
El Escalon,,None Found,+52 625 582 1112,"Av. José María Morelos y Pavón y 13, Zona Centro, 31500 Cuauhtémoc, Chih., México",Restaurante, Abre a la 1p.m.,Ciudad Cuauhtémoc
Olivo Restaurant,,None Found,+52 625 138 2671,"Fernando Suárez Coello 477, Zona Centro, 31500 Cuauhtémoc, Chih., México",Restaurante, Abre a las 8a.m. del lun,Ciudad Cuauhtémoc
Red Sauce,,None Found,+52 625 104 2986,"Miguel Hidalgo 1958, Independencia, 31530 Cuauhtémoc, Chih., México",Restaurante, Abre a las 11a.m.,Ciudad Cuauhtémoc
Herradero Tacos Bar,,None Found,+52 625 582 0590,"calzada 16 de septiembre y, París, Los Manzanos, 31555 Cuauhtémoc, Chih., México",Taquería, Abre a las 9a.m.,Ciudad Cuauhtémoc
Rayon Tacos Y Cortes,,None Found,+52 625 688 2055,"Vicente Guerrero 207, Zona Centro, 31500 Cuauhtémoc, Chih., México",Taquería, Abre a las 8a.m.,Ciudad Cuauhtémoc
cenaduria sinaloa,sites.google.com,None Found,+52 625 125 0190,"Calle 18 entre allende y guerrero, Zona Centro, 31500 Cuauhtémoc, Chih., México",Restaurante, Abre a las 9a.m.,Ciudad Cuauhtémoc
Tacos y Salsas,facebook.com,None Found,+52 625 581 3666,"Avenida 16 de Septiembre S/N, Centro, 31500 Cuauhtémoc, Chih., México",Taquería, Abre a las 11a.m.,Ciudad Cuauhtémoc
Operetta Restaurant Bar,facebook.com,None Found,+52 625 146 4600,"Fernando Suárez Coello 608, Zona Centro, 31500 Cuauhtémoc, Chih., México",Restaurante, Abre a las 9a.m.,Ciudad Cuauhtémoc
Restaurant Del Camino,,None Found,+52 625 582 4645,"Área Tecnológica, 31516 Cuauhtémoc, Chih., México",Restaurante, Abre a las 7a.m.,Ciudad Cuauhtémoc
Playa De Ensenada,,None Found,+52 625 582 1699,"Miguel Hidalgo 624, Zona Centro, 31500 Cuauhtémoc, Chih., México",Marisquería, Abre a las 8a.m.,Ciudad Cuauhtémoc
Koku,app.koku.adomicil.io,None Found,+52 55 5207 3344,"C. Río Lerma 94C, Cuauhtémoc, 06500 Ciudad de México, CDMX, México",Restaurante japonés, Abre a las 11:30a.m.,Ciudad Cuauhtémoc
Los Gorditos Steak House,,None Found,+52 625 138 0916,"Rayon #409, entre 4ta y 6ta, 31500 Cuauhtémoc, Chih., México",Restaurante especializado en filetes, Abre a las 11a.m.,Ciudad Cuauhtémoc
Antojality,,None Found,+52 625 105 0301,"Av.Morelos 31530, Zona Centro, 31500 Cuauhtémoc, Chih., México",Restaurante de comida rápida, Abre a las 8a.m.,Ciudad Cuauhtémoc
Restaurant Dcorral,,None Found,+52 625 128 0422,"31500, Calle Segunda 204, 31500 Cuauhtémoc, Chih., México",Restaurante, Abre a las 7:30a.m.,Ciudad Cuauhtémoc
Cenaduria Morelia,,None Found,+52 625 582 1947,"Av. Baja California 465, Zona Centro, 31590 Cuauhtémoc, Chih., México",Restaurante, Abre a la 1p.m.,Ciudad Cuauhtémoc
LA CERVECERIA STEAK HOUSE,,None Found,+52 625 138 0571,"Matamoros 110, Zona Centro, 31500 Cuauhtémoc, Chih., México",Restaurante especializado en filetes, Abre a las 5p.m. del mar,Ciudad Cuauhtémoc
K&M Coffeeshop,,None Found,+52 625 587 7484,"Calle Pino, Km 8.5 Carretera Cuauhtemoc a Alvaro Obregon, Cuauhtemoc, 31607 Cuauhtémoc, Chih., México",Restaurante, Abre a las 10a.m.,Ciudad Cuauhtémoc
Salazar Reforma,salazar.rest,None Found,+52 55 7423 9975,"Avenida Paseo de la Reforma, Reforma 333-Piso 8, 06500 Ciudad de México, CDMX, México",Restaurante, Abre a las 2p.m.,Ciudad Cuauhtémoc
El Rincón Del Baguette,,None Found,+52 625 581 6598,"Calle 6a Independencia, Supermanzana y, Zona Centro, 31500 Cuauhtémoc, Chih., México",Marisquería, Abre a las 11a.m. del lun,Ciudad Cuauhtémoc
Amore Vita,,None Found,+52 625 582 1076,"Av, Revolución esquina con Nicolás Bravo Fraccionamiento, San Antonio, 31530 Cuauhtémoc, Chih., México",Restaurante, Abre a las 9a.m. del lun,Ciudad Cuauhtémoc
Restaurante Calenda,facebook.com,None Found,+52 625 229 4639,"calle 14 entre morelos y allende, Zona Centro, 31500 Cuauhtémoc, Chih., México",Restaurante, Abre a las 7a.m.,Ciudad Cuauhtémoc
Pizzería La Sierra,pizzerialasierra.com,None Found,+52 625 587 7125,"Chih MX, A Rubio Km. 6, 31607 Cuauhtémoc, Chih., México",Pizzería, Abre a las 7a.m. del lun,Ciudad Cuauhtémoc
Restaurant Rancho La Quinta,,None Found,+52 625 157 6727,"C. Séptima entre Allende y Morelos, Zona Centro, 31500 Cuauhtémoc, Chih., México",Restaurante, Abre a las 8:30a.m. del lun,Ciudad Cuauhtémoc
Red Sauce,,None Found,+52 625 581 3885,"Juan Aldama 1555, Zona Centro, 31550 Cuauhtémoc, Chih., México",Restaurante de alas de pollo, Abre a las 11a.m.,Ciudad Cuauhtémoc
Tacos El Norteño,,None Found,+52 625 121 2202,"Av. Ignacio Allende 1420, Zona Centro, 31500 Cuauhtémoc, Chih., México",Taquería,,Ciudad Cuauhtémoc
La Cenaduría,,None Found,+52 625 582 2747,"Av. José María Morelos y Pavón 4103, Independencia, 31530 Cuauhtémoc, Chih., México",Restaurante, Abre a las 2p.m.,Ciudad Cuauhtémoc
Cocteleria La Bodeguita De Don Timo - Suc. Venezuela,facebook.com,None Found,+52 625 115 4138,"Rep. de Venezuela, Amp. San Miguel, 31512 Cuauhtémoc, Chih., México",Restaurante, Abre a las 9a.m.,Ciudad Cuauhtémoc
Lonchería La Fama,,None Found,+52 625 582 0258,"C. 4a. 12, Zona Centro, 31500 Cuauhtémoc, Chih., México",Restaurante, Abre a las 8a.m.,Ciudad Cuauhtémoc
Arlequín RESTAURANT,,None Found,+52 625 582 7502,"C. Quinceava 540, Independencia, 31500 Cuauhtémoc, Chih., México",Restaurante, Abre a las 8a.m.,Ciudad Cuauhtémoc
Taller del Chef,,None Found,+52 625 688 4119,"Av. José María Morelos y Pavón 938, entre 9a y 11a, Zona Centro, 31500 Cuauhtémoc, Chih., México",Restaurante japonés, Abre a la 1p.m.,Ciudad Cuauhtémoc
Restaurante El Trebol,,None Found,+52 625 114 8379,"Reforma 68, Zona Centro, 31500 Cuauhtémoc, Chih., México",Restaurante mexicano,,Ciudad Cuauhtémoc
BAJEL,sofitel-mexico-city.com,None Found,+52 55 8660 0500,"Av. P.º de la Reforma 297, Cuauhtémoc, 06500 Ciudad de México, CDMX, México",Restaurante de alta cocina, Abre a las 6p.m. del mar,Ciudad Cuauhtémoc
Rokai Ramen-Ya,edokobayashi.com,None Found,+52 56 3035 4220,"Río Ebro 89, Cuauhtémoc, 06500 Ciudad de México, CDMX, México",Restaurante especializado en ramen, Abre a la 1p.m.,Ciudad Cuauhtémoc
Mirador,,None Found,,"Galeana 748, Zona Centro, 31500 Cuauhtémoc, Chih., México",Restaurante,,Ciudad Cuauhtémoc
Curapena Cevicheria,qrco.de,None Found,+52 625 581 0004,"Dentro de Plaza Rima, Av. 16 de Septiembre, Ignacio Zaragoza e-local 11, 31550 Cuauhtémoc, Chih., México",Marisquería, Abre a las 11a.m.,Ciudad Cuauhtémoc
Campobaja,campobaja.mx,Platos de pescado y cocteles locales refinados en espacio en la planta alta con terraza y detalles de madera.,+52 55 7091 5660,"Colima 124-E, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, México",Marisquería, Abre a la 1p.m.,Ciudad Cuauhtémoc
Santo Habanero,santohabanero.com,None Found,+52 55 2648 5702,"Av. Yucatán 169, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, México",Restaurante mexicano,,Ciudad Cuauhtémoc
Restaurante Don Elias,,None Found,+52 625 581 0250,"Matamoros 521, Zona Centro, 31500 Cuauhtémoc, Chih., México",Restaurante, Abre a las 7a.m. del lun,Ciudad Cuauhtémoc
Madison NY bar,,None Found,,"C. Tercera 109, Zona Centro, 31500 Cuauhtémoc, Chih., México",Restaurante,,Ciudad Cuauhtémoc
THUNDERKIDS,facebook.com,None Found,+52 625 688 2013,"31500, Av. Ignacio Allende 842, Zona Centro, 31500 Cuauhtémoc, Chih., México",Centro de ocio, Abre a las 8a.m.,Ciudad Cuauhtémoc
LAS ORIGINALES DE LA CUAUHTEMOC,,"Hamburguesería de barrio con un menú básico, decoración super sencilla y ambiente familiar.",+52 55 5525 9154,"Río Tigris 42, Cuauhtémoc, 06500 Ciudad de México, CDMX, México",Hamburguesería, Abre a las 12p.m.,Ciudad Cuauhtémoc
Cadu Bistro,,None Found,,"C. Río Tiber 83, Cuauhtémoc, 06500 Ciudad de México, CDMX, México",Restaurante, Abre a las 12p.m.,Ciudad Cuauhtémoc
Pizzeria La Sierra,pizzerialasierra.com,None Found,+52 625 582 8379,"Blvd. Jorge Castillo Cabrera, Las Huertas, 31555 Cuauhtémoc, Chih., México",Pizzería, Abre a las 8a.m.,Ciudad Cuauhtémoc
Terraza Gran Hotel,,"Hotel lujoso de estilo art nouveau con comida local, menús de degustación, brunch y parrilla de carbón.",+52 55 1083 7721,"16 de Septiembre 82, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, México",Restaurante, Abre a las 7a.m.,Ciudad Cuauhtémoc
Rayón Burger,rayonburger.com,"Local básico pero luminoso, de poca decoración, que sirve un sencillo menú de hamburguesas, malteadas y papas.",+52 625 582 2227,"Ignacio López Rayon 554, Zona Centro, 31500 Cuauhtémoc, Chih., México",Hamburguesería, Abre a las 10a.m.,Ciudad Cuauhtémoc
Birrieria Don Chente,,None Found,+52 625 138 2501,"Texcoco entre 38 y 40, Amp Lerdo, 31520 Cuauhtémoc, Chih., México",Taquería, Abre a las 8a.m.,Ciudad Cuauhtémoc
Rino 's Grill,,None Found,+52 625 283 7131,"Miguel Hidalgo 86, Zona Centro, 31500 Cuauhtémoc, Chih., México",Restaurante, Abre a las 8a.m. del lun,Ciudad Cuauhtémoc
CAFETERIA PLAZA CUAUHTEMOC,,None Found,+52 625 583 1178,"Av. Ignacio Allende 257, Zona Centro, 31500 Cuauhtémoc, Chih., México",Cafetería, Abre a las 7a.m. del lun,Ciudad Cuauhtémoc
"Tortas ""El Chef""",,None Found,+52 625 581 0864,"Ignacio López Rayon 1012, Zona Centro, 31500 Cuauhtémoc, Chih., México",, Abre a las 8a.m.,Ciudad Cuauhtémoc
La Choza del pescador,,None Found,+52 625 583 5820,"Miguel Hidalgo entre 5 y 7, Zona Centro, 31500 Cuauhtémoc, Chih., México",Restaurante, Abre a las 8a.m.,Ciudad Cuauhtémoc
Lonchería Torreón,,None Found,+52 625 582 2002,"31500, Fernando Suárez Coello 52, Zona Centro, Cuauhtémoc, Chih., México",Restaurante, Abre a las 8a.m.,Ciudad Cuauhtémoc
Rios Ribs,,None Found,+52 625 115 4408,"Zona Centro, 31500 Cuauhtémoc, Chih., México",Restaurante, Abre a las 11:30a.m.,Ciudad Cuauhtémoc
Elotes Rayon,,None Found,+52 625 589 3834,"novena, Ignacio López Rayon, Zona Centro, Cuauhtémoc, Chih., México",Restaurante de comida rápida, Cierra a las 10p.m.,Ciudad Cuauhtémoc
Filigrana,filigrana.com.mx,Restaurante refinado con ambiente contemporáneo en donde se sirve gastronomía creativa y cocteles.,+52 55 4398 3137,"Av. Veracruz 62, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, México",Restaurante mexicano, Abre a las 9a.m.,Ciudad Cuauhtémoc
Mariscos El Faro,facebook.com,None Found,+52 625 138 5086,"Juan Aldama 985, Progreso, 31500 Cuauhtémoc, Chih., México",Marisquería, Abre a las 9a.m.,Ciudad Cuauhtémoc
Mikado-uno,,None Found,+52 55 5525 3096,"Av. P.º de la Reforma 369, Cuauhtémoc, 06500 Ciudad de México, CDMX, México",Restaurante japonés, Abre a la 1p.m.,Ciudad Cuauhtémoc
EL TACAZO,,None Found,,"C. Decimoctava, Zona Centro, 31500 Cuauhtémoc, Chih., México",Restaurante,,Ciudad Cuauhtémoc
POLLO LIZ,,None Found,+52 625 581 0997,"HIDALGO 4 Y 6 NUMERO #435 A UN COSTADO DE CATEDRAL, Zona Centro, 31500 Cuauhtémoc, Chih., México",Restaurante especializado en pollo, Abre a las 8:30a.m.,Ciudad Cuauhtémoc
Carnitas Guadalajara,,None Found,+52 625 106 6339,"Miguel Hidalgo 348, Zona Centro, 31500 Cuauhtémoc, Chih., México",Taquería, Abre a las 8a.m.,Ciudad Cuauhtémoc
King Cole Bar,,"Sofisticado bar de hotel con sofás, arte moderno y terraza que ofrece cocteles y vista a la ciudad.",+52 55 5228 1818,"Av. P.º de la Reforma 439, Cuauhtémoc, 06500 Ciudad de México, CDMX, México",Bar, Abre a las 11a.m.,Ciudad Cuauhtémoc
RESTAURANTE LOREA,lorea.mx,None Found,+52 55 6103 7914,"Sinaloa 141, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, México",Restaurante, Abre a las 2p.m. del mar,Ciudad Cuauhtémoc
Mariscos Doña Trini,,None Found,+52 652 105 7441,"Calle 7 entre galeana y victoria. Cuauhtémoc, 31610 Col Álvaro Obregón, Chih., México",Marisquería,,Ciudad Cuauhtémoc
El Pollito de Antillón (Centro/Morelos),restauranelpollitodeantillon.com.mx,None Found,+52 625 582 6573,"Av. José María Morelos y Pavón 359, Zona Centro, 31500 Cuauhtémoc, Chih., México",Restaurante, Abre a las 7a.m.,Ciudad Cuauhtémoc
Restaurant Y Cafeteria El Den,restauranteelden.com,None Found,+52 625 582 3843,"Ave. Allende y 2a No. 75,, (Fernando Suárez Coello 226), Zona Centro, 31500 Cuauhtémoc, Chih., México",Cafetería, Abre a las 7:30a.m.,Ciudad Cuauhtémoc
Buffet El Dragon,,None Found,+52 625 583 1580,"Ferrocarril 623, Zona Centro, 31500 Cuauhtémoc, Chih., México",Buffet libre, Abre a las 11:30a.m.,Ciudad Cuauhtémoc
PIZZERIA LOS ARCOS,losarcospizzeria.com,None Found,+52 625 583 4400,"Lib. Manuel Gómez Morín Supermanzana Periférico, Gómez Morin, 31543 Cuauhtémoc, Chih., México",Pizzería, Abre a las 8a.m.,Ciudad Cuauhtémoc
Yami Yumi,facebook.com,None Found,+52 625 582 5233,"Av Rayón y Calzada 16 de Septiembre, San Antonio, Cuauhtémoc, Chih., México",Restaurante, Abre a las 12:30p.m.,Ciudad Cuauhtémoc
Brasas Burguer,negocio.site,None Found,+52 625 582 4639,"Revolución 1461, San Antonio, 31530 Cuauhtémoc, Chih., México",Hamburguesería, Abre a las 12:30p.m.,Ciudad Cuauhtémoc
Gatos Restaurante,,None Found,+52 625 582 6429,"Fernando Suárez Coello 298, Zona Centro, Cuauhtémoc, Chih., México",Restaurante mexicano, Abre a las 8a.m. del lun,Ciudad Cuauhtémoc
El Pollo Giro Restaurant,,None Found,+52 625 581 5436,"Av.Morelos 405, Zona Centro, 31500 Cuauhtémoc, Chih., México",Restaurante especializado en pollo, Abre a las 8a.m.,Ciudad Cuauhtémoc
BARETO,,None Found,,"C. 4a. 815, Zona Centro, 31500 Cuauhtémoc, Chih., México",Restaurante, Abre a las 8a.m. del lun,Ciudad Cuauhtémoc
Sushi San,,None Found,+52 625 581 0003,"Av. 16 de Sep entre Calle 10 de Mayo y Zaragoza local #9 Dentro de Bar La Terraza enseguida de Cura Pena, 31550 Cuauhtémoc, Chih., México",Restaurante de sushi, Abre a las 12p.m.,Ciudad Cuauhtémoc
Fabrica de empanadas,,None Found,+52 625 138 4041,"C. 4a., Zona Centro, 31500 Cuauhtémoc, Chih., México",Restaurante, Cierra a las 8a.m. ,Ciudad Cuauhtémoc
Le Tachinomi Desu,edokobayashi.com,None Found,+52 56 3035 4220,"Río Pánuco 132-1a, Cuauhtémoc, 06500 Ciudad de México, CDMX, México",Chiringuito, Abre a las 7p.m. del lun,Ciudad Cuauhtémoc
MAC TACHAS HAMBURGUESAS,,None Found,+52 625 837 6431,"Periférico 620, Revolución Mexicana, 31572 Cuauhtémoc, Chih., México",Hamburguesería, Abre a las 11a.m.,Ciudad Cuauhtémoc
EL BORREGO,,None Found,+52 625 111 5817,"31500, Vicente Guerrero 1044, Zona Centro, Cuauhtémoc, Chih., México",Taquería, Abre a las 8a.m.,Ciudad Cuauhtémoc
El Pollito de Antillón (Plaza 5),m.facebook.com,None Found,+52 625 584 6397,"Av. Tecnologico 355, Área Tecnológica, 31516 Cuauhtémoc, Chih., México",Restaurante especializado en pollo, Abre a las 11a.m. del lun,Ciudad Cuauhtémoc
Tacos El Primo,,None Found,+52 625 154 4499,"Av. José María Morelos y Pavón 1608, Zona Centro, 31500 Cuauhtémoc, Chih., México",Taquería, Abre a las 10p.m.,Ciudad Cuauhtémoc
Oliver dogos,facebook.com,None Found,+52 625 111 6067,"Cuauhtémoc - Chihuahua, San Pedro, 31529 Cuauhtémoc, Chih., México",Hamburguesería, Abre a las 10a.m.,Ciudad Cuauhtémoc
Bolas del chino,,None Found,+52 625 688 2307,"Halcones 6220, Juan Estrada, 31527 Cuauhtémoc, Chih., México",Restaurante,,Ciudad Cuauhtémoc
